,K1_ink,K1,K2_ink,K2,K3_ink,K3,O1_ink,O1,O2_ink,O2,O3_ink,O3
EP10_000084,24,36,105,44,54,10,49,14,40,25,27,24
EP10_000085,196,170,136,159,273,187,186,131,243,181,211,228
EP10_000086,2180,1691,958,1458,1657,1365,1635,1264,1931,1208,1662,1586
EP10_000087,2111,1538,1094,1573,1728,1443,1659,1206,1884,1313,1509,1692
EP10_000088,473,315,243,364,383,345,314,239,415,308,368,384
EP10_000089,706,490,351,510,569,493,236,462,293,524,288,673
EP10_000090,1529,1000,864,1025,1144,978,515,709,563,657,568,1060
EP10_000091,734,579,333,488,487,423,218,358,240,279,268,454
EP10_000092,543,212,194,227,422,142,106,320,261,289,202,220
EP10_000093,679,227,215,328,511,197,239,321,377,342,308,307
EP10_000094,41,18,19,21,31,12,25,12,18,30,28,39
EP10_000095,88,98,123,105,91,56,116,62,92,72,95,79
EP10_000096,0,0,0,0,0,0,0,0,0,0,0,0
EP10_000097,0,0,0,0,0,0,0,0,0,0,0,0
EP10_000098,253,275,186,259,224,286,209,215,247,227,176,355
EP10_000099,3292,1535,2215,2499,3448,2334,2813,1761,3160,1258,2900,2490
EP10_000100,2077,846,1216,1435,2053,1421,1788,889,1621,735,1720,1359
EP10_000101,1859,1065,1198,1666,1860,1322,1583,779,1534,969,1535,1519
EP10_000102,302,362,367,469,332,457,320,399,568,269,430,430
EP10_000103,1980,1948,1865,2504,2098,1922,1947,1621,2082,1119,2045,1888
EP10_000104,908,880,971,1008,1044,798,933,543,1050,564,798,885
EP10_000105,430,158,245,178,543,138,539,144,130,128,396,267
EP10_000106,663,243,303,202,584,104,503,111,206,162,459,276
EP10_000107,325,93,157,107,401,61,393,106,73,103,285,258
EP10_000108,544,178,273,245,556,132,451,167,207,157,417,330
EP10_000109,6,1,5,6,12,1,2,1,2,2,4,5
EP10_000110,84,41,69,56,60,27,67,29,33,49,47,50
EP10_000111,12,3,2,2,2,3,3,2,2,3,8,6
EP10_000112,5,16,5,12,15,5,9,6,4,11,6,19
EP10_000113,481,431,566,725,642,623,736,466,831,483,640,838
EP10_000114,4,12,9,19,8,14,18,25,9,18,9,35
EP10_000115,141,120,103,174,225,143,205,170,171,176,144,223
EP10_000116,1445,816,567,958,1208,747,1288,1011,1175,1064,1333,1188
EP10_000117,72,83,91,118,66,31,71,68,52,83,90,134
EP10_000118,474,179,252,305,531,177,476,151,282,174,402,252
EP10_000119,5301,3349,4704,4316,4399,3475,169,205,622,497,239,297
EP10_000120,71569,37724,93086,50474,78226,38753,1778,1353,6112,3691,2991,2542
EP10_000121,26276,9412,21337,11750,21210,7353,408,223,1169,508,757,465
EP10_000122,1613,555,1016,739,1481,716,229,201,328,189,326,289
EP10_000123,699,285,652,432,849,431,152,117,223,122,217,193
EP10_000124,741,500,1510,1472,1054,526,993,501,1590,1134,835,904
EP10_000125,5537,4315,6865,7013,5681,4718,5047,5397,8899,5035,4770,4832
EP10_000126,1137,726,1060,1338,1485,1388,1898,924,1094,783,1916,2175
EP10_000127,419,360,466,560,703,662,897,420,513,394,797,1112
EP10_000128,3,5,6,1,2,1,1,4,4,5,4,3
EP10_000129,442,432,593,708,839,532,867,454,1071,486,780,811
EP10_000130,59,84,110,150,99,97,81,81,187,78,88,101
EP10_000131,304,289,418,527,455,448,644,334,661,280,450,526
EP10_000132,59,42,75,74,73,100,99,53,124,45,49,90
EP10_000133,608,571,1002,1382,843,1126,1167,672,1299,656,973,1136
EP10_000134,338,354,613,823,476,776,677,475,759,386,518,681
EP10_000135,439,444,632,984,598,985,827,492,815,437,653,790
EP10_000136,25,24,24,29,23,16,32,18,18,21,18,23
EP10_000137,4,3,5,6,3,2,6,3,5,4,4,8
EP10_000138,171,287,214,650,232,405,668,275,671,379,431,494
EP10_000139,119,241,284,463,161,289,171,250,508,318,178,404
EP10_000140,348,413,696,1061,435,538,425,542,1110,574,498,801
EP10_000141,2,4,4,6,1,1,2,2,0,2,4,3
EP10_000142,37,49,60,93,41,60,41,48,76,48,54,80
EP10_000143,30,39,47,82,43,55,40,27,59,47,33,50
EP10_000144,33,52,22,30,22,9,21,25,21,17,7,28
EP10_000145,10,10,7,13,5,5,4,10,10,8,5,6
EP10_000146,7,9,4,3,2,2,4,4,2,1,2,3
EP10_000147,17,12,4,14,3,3,4,16,9,3,6,12
EP10_000148,87,40,41,36,96,32,71,22,52,14,50,51
EP10_000149,49,37,52,53,59,31,80,20,54,24,52,54
EP10_000150,421,248,589,736,757,529,876,383,661,557,620,839
EP10_000151,1461,1142,1250,1546,1718,1420,2006,1358,1641,875,1868,1607
EP10_000152,329,277,282,333,465,373,646,294,382,231,558,450
EP10_000153,22,31,23,65,27,37,35,42,18,33,25,71
EP10_000154,29,34,28,63,23,63,28,31,21,27,51,73
EP10_000155,41,28,26,73,27,82,41,62,26,42,41,76
EP10_000156,26,25,21,68,28,79,37,61,25,42,32,96
EP10_000157,63,34,54,116,51,85,66,59,34,45,68,126
EP10_000158,131,150,213,263,188,201,192,154,225,163,208,271
EP10_000159,202,285,250,425,319,300,407,211,296,223,416,519
EP10_000160,823,382,446,952,632,833,825,580,547,553,892,771
EP10_000161,246,163,152,303,262,417,336,260,155,214,309,429
EP10_000162,530,303,196,574,343,629,534,447,236,302,518,552
EP10_000163,1279,644,275,888,877,1105,1000,816,333,425,1145,1188
EP10_000164,30,30,26,57,39,41,38,24,30,39,23,58
EP10_000165,3,3,5,0,2,3,4,4,1,1,2,1
EP10_000166,393,292,395,314,448,226,331,267,459,241,389,393
EP10_000167,103,80,104,109,152,97,119,91,138,66,125,171
EP10_000168,388,388,1208,806,664,614,382,545,2046,525,501,403
EP10_000169,64,96,90,141,68,76,86,72,105,67,39,123
EP10_000170,1078,1274,1822,1934,1609,1884,1741,2091,3346,1196,2068,1936
EP10_000171,165,153,216,215,251,260,273,242,410,171,262,305
EP10_000172,3235,3395,19913,8932,4557,5006,2474,1413,9358,12000,1392,5162
EP10_000173,405,222,248,453,428,323,484,479,379,485,395,438
EP10_000174,62,73,61,69,46,43,71,57,54,66,47,67
EP10_000175,73,100,123,213,91,148,245,142,198,111,168,177
EP10_000176,28,31,43,45,22,16,23,16,21,28,35,32
EP10_000177,35,58,117,97,61,43,45,41,83,62,54,65
EP10_000178,28,43,64,63,44,36,41,32,52,36,38,47
EP10_000179,777,458,471,586,1101,757,1443,418,791,341,1213,823
EP10_000180,383,263,205,313,451,362,834,265,353,185,446,416
EP10_000181,442,369,323,424,627,622,1153,359,574,260,813,664
EP10_000182,727,520,412,607,1016,829,1478,516,782,374,946,987
EP10_000183,453,606,623,637,1016,897,1366,535,1192,626,1008,1305
EP10_000184,95,112,131,128,116,94,86,88,177,63,107,116
EP10_000185,34,27,37,30,44,10,35,20,25,16,31,31
EP10_000186,32,8,27,14,27,11,27,15,25,20,15,13
EP10_000187,17,21,13,19,12,9,12,15,8,7,12,12
EP10_000188,275,254,373,447,421,287,346,236,435,224,336,341
EP10_000189,393,332,384,429,492,246,457,247,507,230,454,335
EP10_000190,1091,945,1278,1410,1291,987,1472,970,1644,831,1377,1332
EP10_000191,1588,1445,2178,2883,1700,1183,1725,1688,3212,2562,1352,1928
EP10_000192,1015,923,1508,1523,1512,869,1463,1042,2075,1304,1250,1458
EP10_000193,98,111,349,155,138,85,136,86,88,110,99,136
EP10_000194,4373,3069,5692,5445,4603,2969,4293,2504,5737,2014,2673,2920
EP10_000195,5855,6657,16326,12209,11357,8962,10028,6035,15131,6720,6542,7904
EP10_000196,2144,2505,1962,2476,3296,3161,4584,2503,3423,1729,3551,4277
EP10_000197,9164,6009,12949,10946,11922,11466,11752,8639,19358,7376,10220,10710
EP10_000198,4273,3707,7261,6266,6805,6129,6138,5011,11355,4957,5747,6343
EP10_000199,31,20,44,53,36,38,33,49,31,52,31,49
EP10_000200,446,186,187,331,329,208,385,153,288,136,343,218
EP10_000201,670,837,341,1810,430,1412,586,705,682,682,662,1342
EP10_000202,8,10,13,18,8,8,13,5,7,6,3,22
EP10_000203,987,1143,568,1580,637,1362,822,769,1038,580,938,1082
EP10_000204,723,747,450,1278,572,973,804,490,804,464,735,1092
EP10_000205,46,65,99,95,108,76,89,38,97,35,55,85
EP10_000206,59,37,45,61,60,31,55,17,50,12,24,31
EP10_000207,1204,1528,1698,2021,1742,1914,2037,1851,2695,1159,2132,1805
EP10_000208,1935,2314,2431,3085,2564,2637,2746,2896,3908,1624,3085,2570
EP10_000209,107,164,216,242,142,215,173,232,624,239,188,212
EP10_000210,72,91,157,182,81,102,72,191,534,154,104,102
EP10_000211,43,52,124,125,56,80,56,116,382,115,75,53
EP10_000212,209,201,305,316,286,222,291,243,632,195,302,322
EP10_000213,277,329,555,534,460,507,474,429,965,357,453,560
EP10_000214,204,227,387,420,321,374,366,297,702,243,338,363
EP10_000215,202,264,486,405,358,433,400,289,739,233,405,379
EP10_000216,459,427,667,902,659,617,649,897,836,893,537,944
EP10_000217,696,815,754,1295,436,543,91,2832,1138,3456,231,978
EP10_000218,548,681,1092,969,1008,606,814,434,1004,492,801,898
EP10_000219,364,468,784,599,746,459,667,297,684,358,567,626
EP10_000220,2712,2573,5655,4556,4362,2849,3121,2144,4334,2730,2814,2963
EP10_000221,1632,1511,3389,2871,2485,1851,1964,1279,2784,1719,1644,1846
EP10_000222,1978,1859,4630,4258,3507,2969,2898,1720,3947,2406,2450,2868
EP10_000223,431,190,232,356,403,214,539,247,286,239,329,451
EP10_000224,78,40,57,71,128,38,166,44,59,40,92,55
EP10_000225,1706,2407,2236,2420,1175,1306,1440,2718,3964,1780,1532,1496
EP10_000226,968,975,1268,1472,1311,999,1062,927,2026,1109,1052,1233
EP10_000227,152,229,261,301,258,190,206,219,420,232,195,264
EP10_000228,32,39,40,43,43,36,51,29,47,26,33,46
EP10_000229,317,259,565,509,534,418,390,265,584,334,336,542
EP10_000230,599,567,993,951,1039,752,760,527,937,525,707,904
EP10_000231,1371,1260,1803,1788,2283,1491,1856,890,1792,835,2023,1777
EP10_000232,1209,1288,1982,1737,1918,1516,1796,919,1357,895,1511,1683
EP10_000233,325,325,545,471,526,425,431,256,345,242,485,481
EP10_000234,911,1110,1287,1285,1594,748,1227,734,1624,844,1347,1320
EP10_000235,4674,3109,5592,6376,6776,5635,7662,3947,7184,3353,6028,6645
EP10_000236,588,260,500,495,768,428,673,268,632,210,677,479
EP10_000237,234,334,547,524,455,349,282,226,573,283,377,408
EP10_000238,605,627,1096,1114,1301,756,1000,565,1016,652,799,1032
EP10_000239,2964,1258,6253,3228,3208,2352,1105,1838,1494,1556,1224,1514
EP10_000240,1799,916,5389,2592,2416,2204,927,1768,1478,1635,901,1432
EP10_000241,4601,3136,11593,6826,5702,5507,3246,5351,5832,4632,3247,4389
EP10_000242,5359,4878,15764,8352,8957,7602,5128,7070,10177,6869,5395,6797
EP10_000243,18,23,42,39,22,22,19,31,13,38,11,36
EP10_000244,102,113,105,149,117,77,129,92,187,113,190,126
EP10_000245,582,1251,2979,2564,2112,2369,2543,973,3488,1494,1597,2708
EP10_000246,268,416,692,748,526,816,475,687,1455,812,521,1206
EP10_000247,126,155,257,300,183,271,203,269,471,278,203,466
EP10_000248,726,493,779,867,612,478,551,489,836,416,696,708
EP10_000249,948,1162,1821,1930,1666,1398,1350,1137,2218,1089,1444,2188
EP10_000250,272,283,400,474,318,321,438,207,516,235,302,303
EP10_000251,1508,1668,3147,3469,2757,2942,3179,2039,4654,2422,2537,4145
EP10_000252,146,157,236,262,249,242,266,178,419,190,197,348
EP10_000253,256,309,451,505,434,289,417,298,764,288,418,420
EP10_000254,133,120,276,217,179,150,222,99,335,167,125,194
EP10_000255,32,22,31,43,30,18,21,15,20,32,27,33
EP10_000256,78,81,99,136,93,95,98,82,96,77,61,131
EP10_000257,430,421,726,720,711,389,678,402,1147,440,666,632
EP10_000258,639,779,848,896,926,798,870,686,1243,642,944,1027
EP10_000259,576,573,597,771,649,744,804,537,788,404,626,843
EP10_000260,5610,6360,8131,12407,8597,15725,10908,7974,10791,5969,10565,12916
EP10_000261,290,146,197,216,414,213,389,140,373,171,283,299
EP10_000262,1866,784,749,1077,1594,1205,1575,999,2030,1026,1486,1440
EP10_000263,5341,1524,1588,2681,4349,2771,4398,2359,4040,1622,4715,3154
EP10_000264,4836,1531,2091,2933,4750,3403,5510,2390,5182,2079,4902,3623
EP10_000265,1299,473,667,929,1574,992,1739,653,1623,690,1249,1140
EP10_000266,1009,383,510,636,1070,720,1361,476,1313,498,927,865
EP10_000267,507,516,765,1020,804,764,923,503,1444,659,691,998
EP10_000268,350,402,643,687,644,552,725,401,1087,515,534,721
EP10_000269,150,147,272,287,282,244,312,182,414,210,250,278
EP10_000270,843,917,1217,1017,1434,891,1148,680,1447,709,1275,1149
EP10_000271,88,62,71,85,91,65,93,60,75,56,89,112
EP10_000272,306,323,371,402,389,312,408,250,455,264,332,395
EP10_000273,287,269,278,357,306,223,243,191,322,171,291,274
EP10_000274,117,121,154,176,104,104,157,83,179,105,101,157
EP10_000275,103,145,192,214,175,157,177,115,214,142,142,182
EP10_000276,643,882,1236,1242,747,709,571,802,1615,1006,722,1018
EP10_000277,502,675,924,1044,687,504,394,623,1285,757,527,842
EP10_000278,653,707,1300,1042,1234,743,1057,503,1091,601,659,832
EP10_000279,6,9,7,16,3,11,12,7,17,3,5,17
EP10_000280,366,402,816,639,597,498,644,400,1069,421,479,523
EP10_000281,407,443,956,712,692,640,654,495,1147,430,507,574
EP10_000282,39,28,30,29,25,11,19,22,24,33,18,34
EP10_000283,538,509,1217,901,858,771,820,544,1393,562,677,667
EP10_000284,639,725,1782,1153,1183,1119,1288,770,2088,741,838,859
EP10_000285,299,283,750,670,561,509,532,275,589,406,367,465
EP10_000286,2611,2234,2530,2725,4193,2385,5146,1618,4155,1941,4407,3608
EP10_000287,1161,1636,1462,1373,2306,1695,3073,971,2442,1030,2748,2322
EP10_000288,74,107,67,116,78,127,95,112,109,58,75,111
EP10_000289,119,146,97,170,107,103,94,151,132,111,128,138
EP10_000290,705,626,820,853,795,578,837,508,971,458,728,748
EP10_000291,170,196,337,305,274,215,277,182,284,194,206,266
EP10_000292,1759,2074,3598,3463,3299,2450,2574,1611,3408,1815,2413,2455
EP10_000293,515,512,694,866,829,1029,867,652,1104,687,832,1024
EP10_000294,250,249,335,388,391,542,485,325,499,268,385,544
EP10_000295,3143,2514,3307,4583,3775,5405,5085,3441,4934,2819,4407,5366
EP10_000296,2202,1746,2080,3161,2580,3621,3241,2057,3015,1366,3084,3269
EP10_000297,1409,1360,1729,2421,2420,2798,3369,1380,2505,1126,2065,2725
EP10_000298,322,320,436,567,511,674,758,318,579,254,607,631
EP10_000299,465,583,823,1135,1074,1677,1618,628,1271,578,963,1377
EP10_000300,1089,1076,1483,2018,1877,2515,2859,1095,2286,907,1777,2261
EP10_000301,335,308,484,587,561,765,933,286,610,273,530,721
EP10_000302,692,571,602,799,952,785,1120,646,1077,573,1033,1085
EP10_000303,635,585,683,846,931,980,1087,716,1081,623,974,1141
EP10_000304,524,546,553,793,685,879,882,631,823,561,744,898
EP10_000305,405,245,311,494,428,482,420,354,448,243,404,470
EP10_000306,2530,2278,2828,3866,3089,3918,3073,2777,4429,2299,3177,3803
EP10_000307,2600,2366,3739,4667,3237,4273,3716,3136,5995,2955,3888,4420
EP10_000308,28,43,47,52,34,37,43,34,46,34,32,47
EP10_000309,28,29,33,46,44,27,33,19,33,32,32,48
EP10_000310,12,14,21,33,24,13,25,20,16,17,22,35
EP10_000311,11,20,18,17,6,6,10,16,7,16,18,13
EP10_000312,2951,2660,4150,3806,3804,3986,4161,3311,5981,3401,4659,4555
EP10_000313,1392,1563,2427,2492,1869,2693,2295,2103,3828,2164,2608,3013
EP10_000314,1350,1263,1931,2337,1810,2240,1680,1832,3096,1618,1836,2355
EP10_000315,781,820,1368,1528,1184,1651,1233,1207,2210,1136,1136,1651
EP10_000316,1611,1754,3220,3326,2559,3840,2718,2571,5147,2762,3024,3628
EP10_000317,2701,2575,4000,4825,3461,4403,3484,3465,6495,2838,4065,4607
EP10_000318,4141,5241,4825,7483,6542,10671,8469,5166,5802,3469,7789,10082
EP10_000319,1541,251,245,478,1173,411,894,319,351,318,818,577
EP10_000320,1057,237,167,448,771,447,461,277,212,280,477,477
EP10_000321,706,176,156,358,457,262,311,227,186,183,339,321
EP10_000322,236,88,108,189,213,92,156,109,100,114,171,212
EP10_000323,491,163,199,389,362,260,306,266,208,281,258,351
EP10_000324,137,77,85,137,119,117,135,98,81,118,90,126
EP10_000325,221,88,167,245,185,150,195,139,148,133,128,163
EP10_000326,335,323,661,726,623,574,555,331,859,441,357,655
EP10_000327,916,955,2155,2194,1710,1436,1617,975,2700,1335,1276,1716
EP10_000328,1186,1358,1371,1914,2517,1934,2882,1672,935,1908,3432,3915
EP10_000329,1167,2027,2112,3222,3426,4604,3863,2766,1167,3581,4980,8536
EP10_000330,467,570,714,1381,1744,1976,1669,919,133,1067,2011,3123
EP10_000331,751,736,936,1935,2307,3125,2101,1412,225,1439,2897,4176
EP10_000332,342,348,485,1043,1334,2030,1220,826,185,994,1446,2676
EP10_000333,1435,1923,2394,4555,4879,8367,5437,3922,2198,4583,5545,11465
EP10_000334,395,782,696,1316,1224,2469,1576,1309,925,1480,1551,3254
EP10_000335,462,812,736,1510,1461,2956,1796,1500,949,1637,1582,4158
EP10_000336,318,524,441,1031,1250,1993,1237,1017,575,1042,1081,2825
EP10_000337,660,964,667,1937,1948,3267,2161,2084,883,1774,1989,4806
EP10_000338,28,3,15,18,17,5,17,7,23,9,16,24
EP10_000339,3,4,6,7,9,7,3,3,8,12,2,12
EP10_000340,146,42,45,58,129,23,95,35,46,40,86,55
EP10_000341,21,11,15,20,15,1,19,6,14,14,13,20
EP10_000342,15,19,26,36,29,23,27,18,29,15,34,48
EP10_000343,38,44,60,61,68,33,48,33,44,34,46,83
EP10_000344,205,141,113,149,109,104,81,116,206,249,115,143
EP10_000345,655,689,2447,2019,1571,1494,1148,989,2368,1471,934,1473
EP10_000346,297,247,300,229,226,105,136,247,239,208,146,172
EP10_000347,3496,2742,4003,4067,3656,2839,3918,2589,4854,2145,4029,3268
EP10_000348,846,851,1286,1246,1153,1012,1245,828,1579,861,997,1315
EP10_000349,2735,2431,3447,3725,3221,2692,3254,2304,4365,2248,3070,3290
EP10_000350,533,551,983,882,927,833,950,558,1294,693,847,1024
EP10_000351,1521,1029,2789,2268,2183,1904,2094,1341,2233,1200,1806,1963
EP10_000352,2746,1876,5362,4358,3832,3825,3806,2575,4354,2396,3562,3623
EP10_000353,381,214,822,614,607,586,570,356,664,396,500,524
EP10_000354,1607,723,2258,2012,1759,1479,1781,1002,1912,1027,1646,1494
EP10_000355,1248,769,2274,1957,1841,1804,1841,1145,2185,1242,1731,1675
EP10_000356,1205,774,2100,2157,1701,1921,1790,1160,2311,1147,1595,1799
EP10_000357,894,540,1636,1614,1295,1427,1331,928,1625,811,1266,1210
EP10_000358,1803,992,2985,2974,2519,2785,2696,1761,3262,1406,2259,2385
EP10_000359,474,304,856,806,757,764,839,476,874,438,631,769
EP10_000360,398,295,687,756,764,793,850,447,860,419,694,793
EP10_000361,283,150,418,492,402,474,442,260,446,256,366,434
EP10_000362,128,80,151,209,170,176,162,95,202,102,170,242
EP10_000363,374,588,600,667,764,876,1389,530,972,428,685,1046
EP10_000364,1474,920,1074,1278,1675,1012,2188,1074,1865,881,1629,1242
EP10_000365,4843,3877,4613,5256,6447,4342,9212,4950,8851,4217,6313,5774
EP10_000366,250,288,433,390,408,410,519,386,697,465,310,506
EP10_000367,672,528,878,857,786,626,1000,874,1515,843,740,842
EP10_000368,1634,1397,2633,2102,2182,1712,2537,1961,4440,2107,1907,1888
EP10_000369,578,481,784,803,875,957,1209,524,1344,500,1065,850
EP10_000370,942,775,1361,1175,1682,1417,2042,800,2347,833,1528,1400
EP10_000371,1054,800,1470,1134,1875,1368,2442,977,2447,897,1924,1462
EP10_000372,3733,2535,4803,2492,4503,2345,3852,2722,5284,2854,3746,2748
EP10_000373,2084,1501,2467,1218,2634,1552,1714,1255,1981,953,1722,1564
EP10_000374,766,609,1075,754,1134,798,831,596,736,466,659,899
EP10_000375,3900,2977,6628,4912,4573,5076,4376,3487,5308,2922,3665,4414
EP10_000376,940,827,1828,1425,1498,1723,1486,1029,1770,962,1204,1502
EP10_000377,822,556,988,867,916,846,1085,555,1052,533,766,784
EP10_000378,3619,2765,4447,4184,5060,3786,5692,2920,5250,2634,4660,4158
EP10_000379,3803,3098,2815,3183,4841,2918,6425,2092,4057,1468,4400,3377
EP10_000380,1267,1410,1377,1338,2243,1846,3779,1116,2276,895,3213,2018
EP10_000381,893,805,851,936,1345,1224,1958,746,1015,393,1212,1142
EP10_000382,1184,1091,1244,1280,1941,1744,2946,996,1454,603,1622,1711
EP10_000383,1004,1080,1290,1311,2086,1901,3137,1040,1546,687,1711,1921
EP10_000384,3068,4547,5584,4925,8198,6760,10587,3648,9715,4257,8016,7865
EP10_000385,551,668,734,862,1066,1177,1822,559,1071,455,917,1311
EP10_000386,1217,1544,1612,1873,2188,2601,3955,1340,2595,983,2090,2804
EP10_000387,655,583,608,744,893,905,1314,535,701,475,770,929
EP10_000388,1515,2003,2763,2540,3011,2477,3590,1653,2813,1940,2529,2641
EP10_000389,299,352,467,453,511,353,559,265,512,294,405,464
EP10_000390,4283,3557,6638,5739,6891,5658,5763,3808,8881,2566,4988,4622
EP10_000391,3240,3164,6200,4969,5904,4900,5037,3471,7716,2834,4050,4243
EP10_000392,65,111,150,254,89,230,157,184,245,205,72,260
EP10_000393,2486,2628,5970,5997,5067,5178,4287,2527,5545,2470,3370,4475
EP10_000394,2383,1914,2384,3641,3282,3527,4682,1655,2720,1493,2293,2786
EP10_000395,847,771,1144,1471,1663,1919,2247,721,1329,806,1168,1541
EP10_000396,5580,4042,6220,8765,7833,8139,10520,4428,8174,4891,5967,7240
EP10_000397,3846,2828,5573,7000,5739,4546,5856,3814,7579,4801,4867,4949
EP10_000398,437,340,347,462,703,548,713,567,609,358,615,728
EP10_000399,582,501,589,658,863,805,1105,716,897,504,1021,1008
EP10_000400,428,363,360,442,453,552,710,474,574,281,621,750
EP10_000401,2127,1730,1937,2601,2775,3388,3578,2781,3185,1735,3033,3722
EP10_000402,834,539,868,1175,1044,1495,1452,1115,1467,813,1225,1582
EP10_000403,486,395,678,922,660,1014,950,768,987,550,773,1073
EP10_000404,1045,888,1568,2059,1539,2376,2251,1907,2371,1458,1868,2515
EP10_000405,824,482,745,1221,779,1128,1143,1008,1164,625,990,1176
EP10_000406,580,373,686,927,610,1006,910,739,1033,571,813,978
EP10_000407,1523,1138,1869,2647,1952,3003,2802,2100,2891,1626,2447,2955
EP10_000408,722,413,602,1019,793,1091,968,818,910,497,857,1058
EP10_000409,1447,711,1214,1964,1461,2165,2055,1558,1932,1028,1683,2104
EP10_000410,1048,569,867,1424,1051,1521,1409,1210,1357,758,1459,1422
EP10_000411,660,582,835,1165,906,1654,1518,1178,1428,854,1150,1667
EP10_000412,1003,807,1177,1765,1325,2093,2015,1559,1782,1044,1735,2200
EP10_000413,243,158,258,409,298,468,500,331,383,203,385,512
EP10_000414,433,305,552,833,569,1009,963,701,838,555,877,1099
EP10_000415,137,129,224,331,231,460,399,277,403,249,217,424
EP10_000416,35,36,81,117,67,143,104,80,115,77,72,159
EP10_000417,138,131,290,383,216,473,378,241,471,249,284,461
EP10_000418,365,230,474,595,436,531,620,443,632,382,453,717
EP10_000419,546,414,960,1104,730,1074,1212,776,1347,791,918,1239
EP10_000420,375,358,712,949,596,907,871,633,1061,594,621,871
EP10_000421,205,212,532,621,398,604,562,364,701,356,422,521
EP10_000422,479,327,725,1076,586,920,926,605,1079,570,694,889
EP10_000423,1333,848,1787,2639,1465,2564,2485,1687,2745,1354,2032,2373
EP10_000424,327,255,535,672,496,840,773,501,855,387,599,799
EP10_000425,416,350,563,814,571,870,878,592,871,421,607,783
EP10_000426,601,288,389,652,378,473,517,393,532,247,476,422
EP10_000427,749,627,1049,1359,984,1477,1594,1038,1495,792,1360,1262
EP10_000428,125,125,212,269,205,349,325,207,325,178,252,306
EP10_000429,284,252,461,541,578,724,768,406,625,348,606,677
EP10_000430,10094,7940,12546,14407,20446,13859,24321,8896,20225,9214,21227,20236
EP10_000431,7179,5707,8306,9913,12904,12215,14490,6310,11179,4757,11071,13982
EP10_000432,3235,2682,3859,4496,5546,5796,5804,3162,4479,2588,4733,6627
EP10_000433,1597,1402,2241,2338,3360,3042,3414,1501,2793,1518,2702,3910
EP10_000434,745,519,688,847,947,893,1229,586,878,540,946,1124
